发布时间,微博id,微博正文,原始图片url,微博视频url,发布工具,点赞数,转发数,评论数
6/14/20 17:26,J6CeACwLC,今晚余老司又要整活了，今天的这本书比上次《乌合之众》味浓多了，甚至一度在国内被当成“公知宝典”……同学们可以猜猜是什么书，预计7点更新  ,无,无,微博 weibo.com,604,13,96
6/13/20 20:10,J6tSLqrDb,【有些美国人终于发现，需要靠“中美合作”续命的是他们自己】#眉山风云# #眉山论剑# 自从特朗普上台以来，中美关系看上去一直在持续恶化。但同时，中国的发展却从未停下脚步，在国际上的影响力也在继续扩大，这使得美国显得有些“无能狂怒”。实际上，陈平老师发现，一部分美国政治精英，已经逐渐意识到问题所在了。那就是这种中美竞争的长期态势下，美国必将失败。靠遏制甚至对抗的方式来对付中国，很可能非但达不到理想效果，反而加速了美国自身问题的暴露。所以他们希望通过拉拢、软化的方式，让中国在“老二”的位置上留得在久一些。所以这就是为什么说，真正迫切需要合作关系的是美国自己，然而不巧合的是，现在台上的是个放飞自我的总统…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,2230,957,332
6/13/20 17:45,J6sVU5TDP,【三年前中国在南海的那场军事演习，让美国明白了我们的态度】#这就是中国张维为# 张维为老师表示，以美国为代表的西方势力一再向我们表明了，如果我们没有自己强大的军事力量，那么他们就会想尽一切手段，对我们进行讹诈、欺压、干预。但是这些年中国的发展让这种可能性越来越小。三年半前的南海争端，美国一开始叫嚣要派两个航母编队开赴南海，而中国则以一场史上规模最大的军事演习作为回应，而最终美国的航母退回了菲律宾以东的海域去…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,2133,574,150
6/12/20 21:23,J6kVTi6Tn,【河南发现“河洛古国”，实锤了中国五千年历史？】#马前卒施工队# #睡前消息# 一直以来，对于中国“文明上下五千年”的说法，史学界存在争议。尤其是一些外国学者，就质疑夏朝并不真实存在。但实际上，近些年来中国考古不断有所突破，尤其是最近河南在双槐树遗址发现的“河洛古国”，几乎可以证明在5000多年前的中国，已经存在具有相当文明程度的古邦国。督工表示，我们很多人会对这一考古发现感到惊讶，主要还是咱们大多人对中国考古进展的了解停留在课本阶段，不清楚近些年我们的考古进展。这也从一个侧面显示了，我们的媒体在这方面的科普是不足的。中国考古研究沿用了王国维的“二重证据法”，就是既要看出土文物，又要和史料交叉对比，形成了几乎是我国独有的“文化考古学”。而从现在的考古进展看来，中华大地上的古文明不但确凿存在，甚至还有许多更丰富的文明线索等着我们去探索确证。 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1997,723,320
6/12/20 19:34,J6kdFuIHE,之前【睡前消息】纪念版T恤，除了某秃头形象饱受诟病，同学们反馈还挺不错的。现在，新一波周边来啦！这一次推出的是久违了的陈平老师【眉山论剑】主题T恤！之前陈老师在节目上经常穿的那件，其实是前年线下活动的纪念衫，现已经绝版，但也经常有同学问起，所以我们一直在设计一款新的主题T恤，现在终于出炉啦。这一次的系列分为黑白两款，印的分别是陈老师常常提到的“知难而进，临危见机”、“知彼知己，胸怀天下”这两句话！穿上这件T恤，转职狂战士，这个夏天战斗力倍增！现已开始预售，喜欢的同学们赶紧入手吧，扫图中二维码直接可以预订！             [组图共4张]      原图                             ,"http://ww4.sinaimg.cn/large/006C8qP7gy1gfppk3jkogj31n90u04qq.jpg,http://ww3.sinaimg.cn/large/006C8qP7gy1gfppk3jtwzj31n90u01ky.jpg,http://ww4.sinaimg.cn/large/006C8qP7gy1gfppk2y06dj30oc0gejs8.jpg,http://ww3.sinaimg.cn/large/006C8qP7gy1gfppk2x751j306v06wmx9.jpg",无,微博 weibo.com,531,106,93
6/12/20 18:34,J6jP0C4x2,【在美国，究竟什么东西是真正“自由”的？】#范神论# 美国人民的“自由”，从美国宪法一直到好莱坞大片，处处都在被宣扬着。但是经历了这一次疫情，我们才逐渐看清，在美国，真正“自由”的东西只有金钱和权力。而那些底层普通人，只是在设定好的范围内享乐，那不是所谓“自由”，而只是一种放纵；等到了真正关乎生命、安全的大事来临，他们就被“自由”地抛弃了。范老师把美国社会的“自由”分成了三个层次，真正凌驾于美国人民头上的，是第三层的“资本自由”…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1395,770,179
6/11/20 21:06,J6bovrDjB,【为什么未来的中国，仍旧需要应试教育？】#金融南局# 大师兄又来吐槽教育问题啦！玩了这么多年的“快乐教育”，美国人民究竟获得了什么？是人口素质大俯冲。今天美国的研发工作，都交给国外技术移民了，而这些移民恰恰是应试教育培养出来的人才。所以，唐老师告诉我们，历史经验从没证明过“快乐教育”能成功，相反一再说明应试教育才能培养现代人才的基本知识素养。这也是为什么他认为，应试教育才是最好的通识教育，也仍旧是中国未来很长一段时间内斗需要的。毕竟，教育基础强大如当年美国，今天都已经玩得拿不出一批合格工程师了；还在追赶路上的中国，又有多少家底可以用来供我们“快乐”的呢？ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,2706,710,376
6/11/20 20:05,J6aZGyuBG,【把“雎鸠”翻译成鸭子，外国人还怎么感受中国诗词的美？】#重点思维# 最后，姚培生大使想和我们聊聊中国文化走出去的问题。虽然干了那么多年外交工作，但姚大使对那么优美的中国古典文学没能走出去，感到很遗憾。比如他就看到，虽然俄罗斯人翻译了许多中国文学作品，但在翻译效果上却差强人意。他举例说，早期俄罗斯人把“关关雎鸠”中的“雎鸠”，直接翻译成鸭子，这读了之后，还怎么感受到这首诗的美感？所以后来他也亲身参与进了一次翻译工作，与一些俄文母语工作者、诗人合作，出版了一本《画说宋词》，将宋词翻译成俄文，尽量做到准确又有美感，这样才能让俄语读者感受到中国文学的真实美感…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,410,41,69
6/11/20 18:57,J6axYkNZe,【一个英国人逃离了武汉，回了英国发现：上当了！】#一勺思想# 最近，有一个从武汉回到英国躲避疫情的英国人，在接受媒体采访时表示，自己犯了一个错误：那就是他发现自己呆在武汉比回英国更安全。对此，老罗罗思义表示，这位英国同胞的结论很正确，而且会越来越正确。而且别光看绝对值，再算算英国人口比例，新冠疫情在英国的严重性可能连“全球第一”的美国都要稍稍靠后！值得注意的是，在老罗录制这期视频的时候，英国死亡人数才超过3万，媒体还在预测5万；而现在看上去很快就要更新“预测”了……在这样的情况下，英国政府和一些媒体，却满脑子想着早点解封，因为经济也快撑不住了…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,400,58,30
6/11/20 14:32,J68Olt6Yk,【我们基层人大代表选举还不成熟，这是要改进的】#这就是中国张维为# 有一位现场观众是大学生，他问道，他确实有参与到学校组织的人大代表选举中去，但问题是那些参选人他也不熟悉，他觉得这样的基层民主是不完善的。张维为老师表示，这确实是中国基层民主所面临的问题。尤其是中国人口众多，一片地区就有几百万人，怎么让这几百万人都能获得更多真正的民主参与？张老师提到，未来一个改进方向就是，地区的人大代表我们要选择更有区域代表性的，他要对这个区域的事务非常感兴趣，才能更好地收集当地百姓的意见并进行反馈。 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1630,123,229
6/10/20 17:51,J60GGrmNb,【印度人民又发现了“抗衡”中国的新方法：卸载中国app】#也说# 最近，一款名为“卸载中国app”的app应用在印度很火爆，因为它迎合了印度用户的“痛点”：“抗衡”中国！具体怎么办到的？那就是从手机上把中国开发的app全给删除！当然，在许多印度人民用的手机都是中国牌子的前提下这么干，多少有点掩耳盗铃的感觉，不过老马觉得，咱也别只是嘲讽，印度人民想要支持自己国货，我们是乐见其成的，就是得劝他们少来点这种精神胜利法，多把心思真放在研发生产上。所以虽然印度人民现在纷纷删除中国app，老马反而主动下载安装了人生第一个印度app，以表支持！ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,614,55,93
6/9/20 22:26,J5T3GDe30,一首“美丽风景线”，送给美利坚。请把话筒递给佩洛西，聚光灯打给特朗普 观视频工作室的微博视频  ,无,"http://f.video.weibocdn.com/003JKRSegx07DXhLbwI7010412014EfJ0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1597623448&ssig=cZ%2BoL2VKu0&KID=unistore,video",微博 weibo.com,1052,457,160
6/9/20 21:21,J5SDpjC4Q,【土耳其终于忍不住直接对利比亚出手，俄罗斯马上加入战场？】#睡前消息# #马前卒施工队# 这两年，土耳其在地中海的一系列动作，简直是“梦回奥斯曼”的一部大戏，之前督工已经为我们放映了前两集：与希腊抢油气地中海耍横，扶傀儡建基地利比亚碰灰。这一次完全就是“话接上回”，就像之前督工介绍的，由于培养的“民团军”在利比亚的战局不力，土耳其终于按奈不住仅仅当幕后推手，不但加大了装备和人员输送，这次更是用自己的军舰直接开炮，帮小弟扳回一局。土耳其不再遮遮掩掩，其它各方势力肯定不会没有动作，阿联酋、沙特包括俄罗斯都已经摩拳擦掌…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,883,179,156
6/9/20 19:28,J5RTLlu18,【特朗普其实也是背锅侠，真正让美国衰落的总统不是他？】#眉山论剑# #眉山风云#陈平老师来为特朗普说公道话啦！现在全世界好像都在看特朗普笑话，包括美国国内，似乎把美国现在的种种问题都归结到特朗普的头上。但是很显然，美国的衰落不是因为特朗普，反而可以说特朗普能当上总统恰恰是美国衰落的结果。那么谁真正应该为美国衰落负责？陈平老师认为，恰恰是两位民主党总统。他们一个把中国推向了美国的对手，导致美国陷入东亚与中国的缠斗一直到今天；另一个不知节制，在苏联解体后还毫无克制地扩张北约，使得俄罗斯坚定地站到了美国的对立面…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,3579,980,345
6/9/20 15:33,J5Qm2pbbH,【回顾陈平老师的8个神预测，从美国骚乱到香港国安法！】#眉山论剑# #陈平# 很多同学都经常提到，陈平老师经常做出一些“神预测”，比如：之前在疫情之下，大家都觉得美国隔离了应该会比平时社会安定，但陈老师看出大量失业造成的社会不稳定，并且直接说可能会爆发超过1992年洛杉矶暴动规模的骚乱，结果还加速应验了……所以小勺子制作了这个短片，回顾一下陈平老师在【眉山论剑】系列里做出过的几个神预测，同学们快来看看，有哪些你们当时“在现场”？ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1509,418,142
6/9/20 14:26,J5PUN9nzF,【不解决任何实质问题，那美国的“民主”究竟用来干嘛的？】#这就是中国张维为# 张维为老师提到，中国的民主制度有很多要改进的地方，但美国的所谓“民主”可不是一个好榜样。这些年来我们越发意识到，美国的这套民主制度竟然没有解决任何一个美国老百姓关心的问题，包括贫富差距、枪支暴力、种族主义在内，甚至许多问题还在恶化。在这种情况下，美国的所谓“民主制度”究竟起到了什么作用，难道只是帮政府推卸责任吗？ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,615,123,198
6/8/20 21:50,J5JoCvt8Z,【稳住中亚国家，我们不止为了经济，还为了安全】#重点思维# 姚培生大使继续带我们认识几个中亚国家。了解中亚国家对中国的意义，除了有经贸方面的巨大意义，还有一点很重要的是，中亚国家的稳定，可以帮助我们控制中国境内一些分裂势力；如果中亚国家乱起来，中国边境也很容易跟着乱起来。 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,629,115,87
6/8/20 21:28,J5JfCyQGI,刚才视频发错了，先撤了，本来准备明天再整活的，同学们等明天再转吧  ,无,无,微博 weibo.com,246,3,47
6/8/20 18:47,J5Icure6e,【马丁·雅克：有些英国人真把香港曾经的辉煌当自己功劳？】#一勺思想# 最近中国推动香港国安法，又一次让香港问题引起了关注。而西方一些国家，果然马上开始对中国指手画脚。本来美国第一个跳出来嚷嚷，没想到自己国内先爆发了骚乱，无暇顾及；紧接着英国救出来刷存在感，还大谈要向香港人开放公明身份，以此“威胁”中国……小勺子马上就这个情况联系了我们的老熟人、英国学者马丁·雅克老师，他表示，有些英国人是真的活在某种“幻想”中，把香港当初的辉煌当成了自己的功劳，念念不舍…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,578,166,81
6/8/20 9:19,J5EtHu1Yl,《这就是中国》第六十期预告：捍卫和平的力量；嘉宾：金一南。今天晚上10点，东方卫视，听张维为老师和金一南将军讲述“捍卫和平的力量”。 观视频工作室的微博视频  ,无,"http://f.video.weibocdn.com/002KJhH7gx07DT9KTv28010412009oMK0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1597623465&ssig=WovNj5vb5g&KID=unistore,video",微博 weibo.com,413,74,46
6/7/20 21:48,J5zXyu5Uw,【日本这一手“装鸵鸟大法”，真熬过了疫情？】#睡前消息# 自从新冠疫情在全球蔓延开来，有防疫做得好的，有做得差的，但基本上是“专业打脸”，不认真防疫的国家基本都遭殃了。这中间，只有一个国家似乎例外，那就是日本。全世界都知道日本的检测做得远远不足，整个国家有许多感染者还没检出，但偏偏这疫情真没爆发起来。要知道，按欧美的情况来看，这几万人的死亡人数在现代社会是不可能瞒得住的。那么到底什么原因，让日本真能一路“装鸵鸟”，却没让疫情发展成欧美那种情况，甚至可能还真熬过了最困难的时刻？ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,6884,1358,847
6/7/20 18:10,J5ywRoTLy,【为什么说资本家，反而很清楚“马克思是对的”？】#从书说起# 在上一期读到马克思的《路易·波拿巴的雾月十八日》的时候，余老师提到了一本叫做《为什么马克思是对的》的书，很多同学对这本书很感兴趣。这些年来，尤其是苏联解体之后，“马克思已死”的说法喧嚣尘上，甚至出现了对马克思思想的各种歪曲造谣。于是伊格尔顿写下了这本《为什么马克思是对的》，针对那些曲解一一进行反击。实际上，马克思的“对手们”，反而很清楚马克思是对的。正是因为马克思的理论正确，他的预言才“错”了，因为资本家群体学习了马克思的理论，为自己打上了“补丁”。但是，放眼今天的世界，上一次补丁的漏洞在越变越多，所以，又是我们谈论“为什么马克思是对的”这个话题的好时候了…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,2079,472,400
6/6/20 20:22,J5pXWtlnm,【特朗普同志，时候到了，该和中国谈谈台湾了】#眉山风云# 上一期节目，陈平老师已经指出了特朗普现在最大的困境：很可能将被钉在美国历史的耻辱柱上，成为“最差”总统。甚至就算能连任成功，按现在这波疫情对全球经济造成的影响，特朗普也很难靠自己扭转局面了。那怎么办？我们都知道特朗普最梦寐以求的就是成为“美国最伟大的总统”，拿个诺贝尔奖。显然，还有机会帮他实现这一点的，只有中国了。很多同学会觉得，特朗普这么反华，怎么还会寻求与中国合作？但我们仔细回顾特朗普上任以来的每一步，他的“反华”都只是为实现自己目标的手段而已，就是一个“价钱”谈没谈拢的问题！所以现在问题其实反过来了，当下中国走在自己正确的路上，而美国还老想着打压我们这个那个的，凭什么和你谈条件？这时候，陈老师就要提醒特朗普同志，美国和台湾签下的这个美台条约，其实是很值得拿出来分析一下的…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,4541,1190,841
6/6/20 18:50,J5pmApQqb,【中国要防止互联网巨头垄断，究竟难在哪里？】#一勺思想# 龚炯老师长期研究反垄断问题，最近，中国也有许多人开始担忧国内几家互联网巨无霸公司，是否也在出现垄断的迹象，为此，我们请龚老师来分析中国反垄断所面临的困难在哪里。一方面，互联网是非常新的领域，这就导致了监管部门对整个行业的了解不足，而互联网发展得又特别快，所以当要判断他们的行为合不合理、是否垄断的时候，就往往遭遇没有界定能力的困难。而另一方面，反垄断法也是一柄双刃剑，如果管理和惩罚不合理，那也会扼杀企业甚至整个行业成长的活力。总体上来说，龚老师认为我们还是需要有这些大型公司，这也符合互联网特性；但随着他们获得的资源增加，也会愈发强烈地想通过法律或者其它手段来维护自己的利益。所以这最终是考验我们政府的管理能力，如何让大型公司起到促进市场的带头作用，而不是形成垄断妨碍行业进步，甚至结合政治因素最终形成自己的利益集团。 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1079,134,177
6/5/20 22:29,J5hn3wEZw,【有些地方债越来越高，却还拿了中央拨款再去借钱？】#马前卒施工队# #睡前消息# 睡前消息的老观众都知道，督工关注中国地方债问题已经很长时间了，甚至还出现了某个县的梗……最近，北大国家发展研究院院长姚洋老师提出，中央拨款给地方政府3.6万亿用以化解地方债，这是好事，但需要担心有些地方非但不拿这些钱来缓解债务，反而拿来当做借新债的资本。那么究竟该如何规范地方政府的借债问题？督工认为，靠地方人大来监督是一个比较好的方式……观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1396,307,316
6/5/20 19:06,J5g2P3cBU,【美国人民只提种族矛盾？那是提阶级的都“被消失”了……】#范神论# 自从美国这一波骚乱爆发，有不少同学就提到过，美国种族冲突层出不穷，背后其实是阶级问题。不解决阶级矛盾，就没法真正解决种族矛盾。那这么多年，真就没有美国人民想过阶级问题吗？当然不是！范老师表示，实际上美国人民一直就做过很多“尝试”。就以受到种族压迫的美国黑人群体为例，当年可是出现过读毛泽东语录的“黑豹党”……然而结局却大都是身死人灭。所以美国的统治阶层，一直就对阶级问题极为敏感，一发现苗头，就动手扼杀在摇篮里；而美国整体又比较富裕，可以给到普通穷人比较好的条件，所以就摸索出了一套“软硬兼施”压制阶级问题的手段…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,2606,1174,459
6/5/20 17:58,J5fB0iLle,【疫情中被祖国接回家的体验，我们来问问刚经历过的人】#也说# 自从疫情在全球爆发以来，关于大量中国留学生滞留海外的情况，引发了一些网络上的争议。正好，咱们观视频工作室里的实习生小叉子同学，之前去了加拿大读书，最近也体验了一把被包机接回国，老马就来和他连线一下，问问她都经历了些啥…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,339,45,60
6/5/20 14:44,J5ekp4m54,【放弃党的领导放弃公有制，苏联人民失去了什么？】#这就是中国张维为# 一位俄罗斯朋友告诉张维为老师，当年苏联解体，他们以为俄罗斯会变成北欧国家，没想到实际却成了非洲国家……放弃了党的领导，放弃了公有制，最终俄罗斯人民惨遭西方资本力量和俄罗斯寡头的洗劫…… 观视频工作室的微博视频  ,无,"http://f.video.weibocdn.com/001mxBsvgx07DPlGQ6nZ01041200Lch00E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1597623497&ssig=uOkHhb%2BNs1&KID=unistore,video",微博 weibo.com,1490,227,218
6/4/20 21:42,J57DF1sCL,【美国最怕华为的一点，就是竟然真没法取代华为】#金融南局#上一期【金融南局】当中，大师兄已经分析过为什么美国高科技企业压根不会感谢特朗普，因为华为已经成为全球技术产业链中的一个重要“器官”，摘了华为，也是瘫痪了这些美国高科技公司自己。然后就有同学问，那美国制裁华为，大不了短时间里缺少华为这一环，长期不就可以培养自己的企业，取代华为的位置了吗？针对这个疑问，这一期大师兄就为我们解答，为什么美国做不到这一点。除了分析华为自身优势之外，大师兄提出美国遇到的一个核心问题：工业体系，不是停止几天，再重新启动就能恢复的。整个工业循环一旦停止，下一次你就需要从零开始，从头培养工程师群体、配套政策、商业环境等等。这也是为什么特朗普的“让制造业回到美国”只能是空谈，这早已不是一个简单的商业选择问题，而是整个美国已经不再有当年工业鼎盛时期的人才储备、基础设施等等的全方位条件了。 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1849,603,239
6/4/20 20:14,J573R0MYb,【中国：我的老朋友哈萨克斯坦，你家有哪些矿还没标出来？】#重点思维# 有一个国家，国土面积接近印度，矿产丰富程度领衔全球，还处于中国国际交通路线的重要经过路线，但平时却很少出现在我们视野里，对他的研究和了解就更少了，它就是哈萨克斯坦！随着我们持续推进“一带一路”建设，哈萨克斯坦这个国家的重要性越发突出，所以今天的重点思维，我们请来前驻哈萨克斯坦大使姚培生，为大家讲一讲这个“家里有矿”的邻居！ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,890,199,135
6/4/20 15:07,J552X3vNL,【特朗普连任希望越渺茫，我们越要警惕美国“反华总动员”】#一勺思想# 在疫情之后，中美关系越发趋于紧张，今天小勺子请来对外经济贸易大学经济系教授龚炯老师，为我们分析中美关系下一阶段的走势。龚老师认为，首先我们要警惕特朗普在连任希望渺茫的情况下，鼓动美国的反华势力，发起“反华总动员”。现在已经有迹象，特朗普竞选策略就是把锅甩给中国，制造中美对立，这个势头接下去可能愈演愈烈。但同时，龚老师也认为中美也并非就要走到当年美苏那样的地步，美国内部也已经有很多人对特朗普不满，虽然中美已经逐渐走远，但仍旧存在许多合作空间，美国也不会真的马上垮掉，我们也要做好准备迎接中美关系这种若即若离新局面。 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,655,103,115
6/3/20 18:19,J4WSHfaIc,【美国人民想寻求正义，学香港废青就错了，不如读读这本书……】#也说# 坚决支持美国人民反对种族歧视，反抗暴政，寻求公平正义。但是，如果变成学习香港废青那一套做法，可就大错特错了。不要说香港废青是在纯粹破坏没有建设性，更重要的是香港乱象背后的操纵者，其实就是你们现在在反抗的对象啊！不过最近，我们看到有一些美国黑人已经站出来表示，这样无意义的暴力冲突他们经历过了好多次，每一次除了留下一地鸡毛之外没有丝毫进步，他们也开始反思更深层的问题了。所以如果美国人民想要真正的改变，这里，老马可以推荐一本非常有价值的读物…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,543,68,95
6/3/20 14:53,J4VwMuvmY,昨天这期陈平老师太欢乐了，讲着讲着自己都乐得不行，平时都是“哼”模式，这一期直接变成“哈”模式  原图 ,http://wx1.sinaimg.cn/large/006C8qP7gy1gff3s4e2vsj31hc0u07wi.jpg,无,微博 weibo.com,809,15,72
6/2/20 23:19,J4PpOarCt,【徐州三院卖光国有股份，三甲医院彻底私有化？】#睡前消息# #马前卒施工队# 徐州三院最后的20%国有股份将被卖出，这家三甲医院将要被三胞集团彻底私有化，而这直接引起了这家医院许多医务人员的抗议，其中还有许多从防疫一线归来的医务人员。那么像徐州三院这样的医院，价值究竟有多大，私有化的过程中是否被低估“贱卖”？如果上升到全中国范围，我们究竟该怎么解决医疗资源不断被私有化的问题？当然，督工的“解决办法”，就是之前引起很多同学争议的，要加强公立医院的市场化。没错，督工是支持医疗市场化的，并且认为只有这样，才能抑制医疗私有化的趋势，并且保住医疗福利。但不管怎么说，医疗私有化的问题确实需要引起我们重视了，像宿迁那样把医院全部私有化，几年后又花十几亿重新开始建公立医院，不应该再发生了。 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,9022,1119,1518
6/2/20 19:44,J4O0yAQmw,【陈平：我太喜欢特朗普了，现在愿意免费帮他想办法！】#眉山论剑# 陈平老师表示，特朗普总统，非常厉害。搞经济，突破了经济学原理，颠覆理论限制；搞外交，对中国打贸易战，获得“奇迹般”的巨大成果；搞政治，把民主党彻底推到对立面，分割了中间派。这种成就，岂是凡人所为？恐怕要拿诺贝尔和平奖文学奖双料才行。然而，天有不测风云，新冠疫情破坏了这美好的一切，长此下去，别说双料诺贝尔奖，不管连任成功不成功，未来恐怕都要“遗臭万年”了。这特朗普总统当然着急了，能不到处甩锅吗，我们都理解。陈平老师表示，他内心里已经把特朗普总统当成好朋友，所以在此愿意免费为他筹谋划策……好吧，这期陈老师真的说乐了，平时陈老师讲观点都是近战硬刚；今天突然化身后排ADC，想不到技术也这么了得啊陈平老师！ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,4339,1003,459
6/2/20 16:08,J4MB3DHwr,【今天再回看去年这场中西辩论：西方嘉宾大谈香港台湾问题，中国学者在警告美国价值危机】#Nexus# #Nexus圆桌会# #李世默# 之前同学们应该已经看到过小勺子上传的Nexus论坛完整版了。这几天翻出来看的时候，发现探讨的几个话题，今天来看特别应景……比如主持人特意挑出去年香港发生的动乱说事，比如其他几个西方嘉宾翻来覆去的民主合法性、台湾问题等，结果，只有中国研究院研究员李世默先生在开头提到的美国价值观危机，是真真切切发生了。这大概就是近十几年来中西关系的一种缩影了吧……这个版本剪出了辩论部分，值得大家再细品！ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1472,592,146
6/2/20 14:07,J4LNBAQ94,余老师亲自录制视频为他亲自参与编撰的杂志亲自打广告，相当敬业！没错，《东方学刊》第八期，也就是2020年的夏季号，正式上架了。再次前排提醒同学们一下，这本硬核读物全是几万字长文，知识密度非常高；但同时之前几期实体杂志每期都卖空，不过没抢到的同学们也可以等一段时间后，在知网上搜索到电子版！ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,244,26,53
6/1/20 22:34,J4FH035gq,【美国种族问题“传统悠久”，当年希特勒都向美国取过经……】#范神论# 范老师的科普及时到来！美国的种族矛盾问题根子到底有多深？许多中国人可能是没法体会的。这么说吧，当年希特勒对犹太人搞种族清洗，就在美国那边“取经”了很多经验……而当新中国解放的时候，美国还没取消种族隔壁措施呢。如果我们跟着范老师真正去了解这段美国黑人的血泪史，就能发现很多时候还是太低估种族矛盾在美国的严重程度了。了解了这些背景，再看佛洛依德被压跪致死这个案件，就能明白为什么这不是一个人的恶，而是这个国家存着真正的“恶之根”…… 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,1280,446,168
6/1/20 21:44,J4FmLpMH4,【人民币数字化，为什么这次中国走在了美国前头？】#重点思维# 中国推动人民币数字化，有机遇也有挑战。比如数字货币受到一些硬件限制，技术问题会引发经济问题吗？中国推动数字化货币，到底能有什么好处？Facebook很早就对数字货币感兴趣，美国又为什么一直没有推动？今天，赵锡军老师就为大家来全面分析一波数字货币的种种相关知识。 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,463,171,98
6/1/20 20:08,J4EJLknwK,【特朗普最大“贡献”，就是亲手摧毁了中国人对美国的幻想】#一勺思想# 乔良将军分析，美国现今遇到的所有问题，不管是贸易逆差、工作岗位流失、技术竞争能力下降，这些每一个的根源都在他们自己身上，而中国完全成为了美国政客用来甩锅的对象。但是再怎么甩锅给中国，都无法改变美国真正的问题，反而能达成另一个“意外”效果：让越来越多中国人民不再存有幻想。特朗普越是疯狂地无理取闹，中国人民就反而越清醒，所以从这个层面上来说，特朗普真的是一个“好”总统！ 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,3129,1108,376
6/1/20 18:40,J4Ea5hi2O,之前中奖的同学们久等了，由于某人在天上时间过长，一直没抓到他签名。奖品这周应该能收到了！  原图 ,http://wx3.sinaimg.cn/large/006C8qP7gy1gfcz5826jcj30m80ciq45.jpg,无,微博 weibo.com,352,5,39
6/1/20 16:31,J4DjPhCwc,今天是六一儿童节，我们有位余亮老师@单车上的骑士 ，有一档专门为大家读书的栏目【从书说起】，寓教于乐，经常讲到一些东西方传统故事和童话，余老师还会进行角色扮演生动演绎。在余老师这里不但能学到书本的知识，还能感受到读书的乐趣，正适合今天这种日子观看！  原图 ,http://wx3.sinaimg.cn/large/006C8qP7gy1gfcvf35jq8j31hc0u0acl.jpg,无,微博 weibo.com,340,7,48
6/1/20 0:51,J4xakjld3,【AMERICA!】#月底捞# #一勺思想# 本来，咱们一勺思想是个内容非常多元的栏目，通过不同的老师给大家带来不同领域的话题，拓宽视野长知识。然而某个国家5月份表现格外突出，到后来就都是他们的戏了，而且竟然有种根本停不下来的感觉……5月份一勺思想传送门汇总：李波·欧洲数字经济：观视频工作室的秒拍视频逆光飞行（麻蛇）·每一只兔子都有中国梦：观视频工作室的秒拍视频马凯硕·世卫组织与被削弱的国际机构：观视频工作室的秒拍视频·新冠疫情后的地缘政治变化：观视频工作室的秒拍视频·中国与西方国家采取的措施：观视频工作室的秒拍视频·美国能彻底转变吗：http://t.cn/A6ArKJgs·回应西方媒体三个指责：http://t.cn/A62hVzNn乔良·美国的衰落与中国无关：http://t.cn/A622FNfz黄仁伟·美国在疫情下的困境：http://t.cn/A62t9Xu4·一带一路的机遇与挑战：http://t.cn/A626swPp·疫情下国际关系的变化：http://t.cn/A62S54GI金灿荣·陷入疫情与抗议的美国社会：http://t.cn/A62SWCpB 观视频工作室的微博视频                                 ,无,无,微博 weibo.com,202,68,28
